category,comment/name,DOI,units,temperature,cation1,cation2,cation3,cation4,anion1,anion2,anion3,anion4,solvent1,solvent2,solvent3,solvent4,cation1_conc,cation2_conc,cation3_conc,cation4_conc,anion1_conc,anion2_conc,anion3_conc,anion4_conc,solvent1_ratio,solvent2_ratio,solvent3_ratio,solvent4_ratio
random,random-9-maxT-lowconc,,mass,418.874,C4H12N+,C11H24N+,,,BC2F2O4-,,,,CH2Cl2,C4H8O2-dioxane,,,0.022605635539849872,0.022605635539849872,0.045211271079699744,,0.045211271079699744,,,,1.0,4.0,,
random,random-10-minT-highconc,,mass,249.9,C8H20P+,,,,BC2F2O4-,,,,C4H8O2-dioxane,,,,0.09609042745510529,0.09609042745510529,,,0.09609042745510529,,,,1.0,,,
random,random-10-maxT-highconc,,mass,338.2,C8H20P+,,,,BC2F2O4-,,,,C4H8O2-dioxane,,,,0.09609042745510529,0.09609042745510529,,,0.09609042745510529,,,,1.0,,,
random,random-10-minT-lowconc,,mass,249.9,C8H20P+,,,,BC2F2O4-,,,,C4H8O2-dioxane,,,,0.045211271079699744,0.045211271079699744,,,0.045211271079699744,,,,1.0,,,
random,random-10-maxT-lowconc,,mass,338.2,C8H20P+,,,,BC2F2O4-,,,,C4H8O2-dioxane,,,,0.045211271079699744,0.045211271079699744,,,0.045211271079699744,,,,1.0,,,
random,random-11-minT-highconc,,mass,344.82,C4H12N+,,,,C6H18NSi2-,,,,C3H7NO-methyl,C4H8O2-dioxane,,,0.09609042745510529,0.09609042745510529,,,0.09609042745510529,,,,1.0,1.5,,
random,random-11-maxT-highconc,,mass,420.09000000000003,C4H12N+,,,,C6H18NSi2-,,,,C3H7NO-methyl,C4H8O2-dioxane,,,0.09609042745510529,0.09609042745510529,,,0.09609042745510529,,,,1.0,1.5,,
random,random-11-minT-lowconc,,mass,344.82,C4H12N+,,,,C6H18NSi2-,,,,C3H7NO-methyl,C4H8O2-dioxane,,,0.045211271079699744,0.045211271079699744,,,0.045211271079699744,,,,1.0,1.5,,
random,random-11-maxT-lowconc,,mass,420.09000000000003,C4H12N+,,,,C6H18NSi2-,,,,C3H7NO-methyl,C4H8O2-dioxane,,,0.045211271079699744,0.045211271079699744,,,0.045211271079699744,,,,1.0,1.5,,
random,random-12-minT-highconc,,mass,237.03750000000002,C4H12N+,,,,NO3-,C6H18NSi2-,,,C4H5N,C4H8O2-dioxane,C4H7N,,0.09609042745510529,0.048045213727552646,0.048045213727552646,,0.048045213727552646,0.048045213727552646,,,1.5,1.0,1.5,
random,random-12-maxT-highconc,,mass,372.04375,C4H12N+,,,,NO3-,C6H18NSi2-,,,C4H5N,C4H8O2-dioxane,C4H7N,,0.09609042745510529,0.048045213727552646,0.048045213727552646,,0.048045213727552646,0.048045213727552646,,,1.5,1.0,1.5,
random,random-12-minT-lowconc,,mass,237.03750000000002,C4H12N+,,,,NO3-,C6H18NSi2-,,,C4H5N,C4H8O2-dioxane,C4H7N,,0.045211271079699744,0.022605635539849872,0.022605635539849872,,0.022605635539849872,0.022605635539849872,,,1.5,1.0,1.5,
random,random-12-maxT-lowconc,,mass,372.04375,C4H12N+,,,,NO3-,C6H18NSi2-,,,C4H5N,C4H8O2-dioxane,C4H7N,,0.045211271079699744,0.022605635539849872,0.022605635539849872,,0.022605635539849872,0.022605635539849872,,,1.5,1.0,1.5,
random,random-13-minT-highconc,,mass,250.45999999999998,C4H12N+,Cr+2,Cu+2,,ClO4-,C6H18NSi2-,,,C4H8O2-dioxane,C4H6O2,C5H4F8O,C2H6O,0.024022606863776323,0.024022606863776323,0.024022606863776323,0.09609042745510529,0.09609042745510529,0.024022606863776323,,,4.0,3.0,1.0,1.0
random,random-13-maxT-highconc,,mass,399.2111111111111,C4H12N+,Cr+2,Cu+2,,ClO4-,C6H18NSi2-,,,C4H8O2-dioxane,C4H6O2,C5H4F8O,C2H6O,0.024022606863776323,0.024022606863776323,0.024022606863776323,0.09609042745510529,0.09609042745510529,0.024022606863776323,,,4.0,3.0,1.0,1.0
random,random-13-minT-lowconc,,mass,250.45999999999998,C4H12N+,Cr+2,Cu+2,,ClO4-,C6H18NSi2-,,,C4H8O2-dioxane,C4H6O2,C5H4F8O,C2H6O,0.011302817769924936,0.011302817769924936,0.011302817769924936,0.045211271079699744,0.045211271079699744,0.011302817769924936,,,4.0,3.0,1.0,1.0
random,random-13-maxT-lowconc,,mass,399.2111111111111,C4H12N+,Cr+2,Cu+2,,ClO4-,C6H18NSi2-,,,C4H8O2-dioxane,C4H6O2,C5H4F8O,C2H6O,0.011302817769924936,0.011302817769924936,0.011302817769924936,0.045211271079699744,0.045211271079699744,0.011302817769924936,,,4.0,3.0,1.0,1.0
random,random-14-minT-highconc,,mass,239.4,C8H20NO+,C4H12N+,Fe+3,C16H36P+,C6H18NSi2-,O4P-3,,,C4H8O2-dioxane,,,,0.048045213727552646,0.048045213727552646,0.00960904274551053,0.028827128236531586,0.00960904274551053,0.048045213727552646,,,1.0,,,
random,random-14-maxT-highconc,,mass,337.25,C8H20NO+,C4H12N+,Fe+3,C16H36P+,C6H18NSi2-,O4P-3,,,C4H8O2-dioxane,,,,0.048045213727552646,0.048045213727552646,0.00960904274551053,0.028827128236531586,0.00960904274551053,0.048045213727552646,,,1.0,,,
random,random-14-minT-lowconc,,mass,239.4,C8H20NO+,C4H12N+,Fe+3,C16H36P+,C6H18NSi2-,O4P-3,,,C4H8O2-dioxane,,,,0.022605635539849872,0.022605635539849872,0.004521127107969975,0.013563381323909923,0.004521127107969975,0.022605635539849872,,,1.0,,,
random,random-14-maxT-lowconc,,mass,337.25,C8H20NO+,C4H12N+,Fe+3,C16H36P+,C6H18NSi2-,O4P-3,,,C4H8O2-dioxane,,,,0.022605635539849872,0.022605635539849872,0.004521127107969975,0.013563381323909923,0.004521127107969975,0.022605635539849872,,,1.0,,,
random,random-15-minT-highconc,,mass,336.28875000000005,Ba+2,Na+,C4H12N+,,Cl-,C6H18NSi2-,Br-,,CH2Cl2,C4H8O2-dioxane,C5H12,C4H10O,0.0274544078443158,0.0274544078443158,0.0274544078443158,0.0549088156886316,0.0549088156886316,0.0274544078443158,0.0274544078443158,,2.0,4.0,1.0,3.0
random,random-15-maxT-highconc,,mass,424.517,Ba+2,Na+,C4H12N+,,Cl-,C6H18NSi2-,Br-,,CH2Cl2,C4H8O2-dioxane,C5H12,C4H10O,0.0274544078443158,0.0274544078443158,0.0274544078443158,0.0549088156886316,0.0549088156886316,0.0274544078443158,0.0274544078443158,,2.0,4.0,1.0,3.0
random,random-15-minT-lowconc,,mass,336.28875000000005,Ba+2,Na+,C4H12N+,,Cl-,C6H18NSi2-,Br-,,CH2Cl2,C4H8O2-dioxane,C5H12,C4H10O,0.012917506022771356,0.012917506022771356,0.012917506022771356,0.025835012045542713,0.025835012045542713,0.012917506022771356,0.012917506022771356,,2.0,4.0,1.0,3.0
random,random-15-maxT-lowconc,,mass,424.517,Ba+2,Na+,C4H12N+,,Cl-,C6H18NSi2-,Br-,,CH2Cl2,C4H8O2-dioxane,C5H12,C4H10O,0.012917506022771356,0.012917506022771356,0.012917506022771356,0.025835012045542713,0.025835012045542713,0.012917506022771356,0.012917506022771356,,2.0,4.0,1.0,3.0
random,random-16-minT-highconc,,mass,237.57,C9H20N+piper,Fe+2,C8H20P+,Pb+2,C6H18NSi2-,,,,C4H8O2-dioxane,C4H6O3,,,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.11530851294612635,,,,1.0,1.3333333333333333,,
random,random-16-maxT-highconc,,mass,425.32857142857137,C9H20N+piper,Fe+2,C8H20P+,Pb+2,C6H18NSi2-,,,,C4H8O2-dioxane,C4H6O3,,,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.11530851294612635,,,,1.0,1.3333333333333333,,
random,random-16-minT-lowconc,,mass,237.57,C9H20N+piper,Fe+2,C8H20P+,Pb+2,C6H18NSi2-,,,,C4H8O2-dioxane,C4H6O3,,,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.05425352529563969,,,,1.0,1.3333333333333333,,
random,random-16-maxT-lowconc,,mass,425.32857142857137,C9H20N+piper,Fe+2,C8H20P+,Pb+2,C6H18NSi2-,,,,C4H8O2-dioxane,C4H6O3,,,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.05425352529563969,,,,1.0,1.3333333333333333,,
random,random-17-minT-highconc,,mass,271.24125000000004,Pd+2,Cd+2,C8H20P+,,C6H18NSi2-,BF4-,,,C4H8O2-dioxane,C4H8O2,,,0.024022606863776323,0.024022606863776323,0.024022606863776323,0.09609042745510529,0.09609042745510529,0.024022606863776323,,,3.0,1.0,,
random,random-17-maxT-highconc,,mass,384.17999999999995,Pd+2,Cd+2,C8H20P+,,C6H18NSi2-,BF4-,,,C4H8O2-dioxane,C4H8O2,,,0.024022606863776323,0.024022606863776323,0.024022606863776323,0.09609042745510529,0.09609042745510529,0.024022606863776323,,,3.0,1.0,,
random,random-17-minT-lowconc,,mass,271.24125000000004,Pd+2,Cd+2,C8H20P+,,C6H18NSi2-,BF4-,,,C4H8O2-dioxane,C4H8O2,,,0.011302817769924936,0.011302817769924936,0.011302817769924936,0.045211271079699744,0.045211271079699744,0.011302817769924936,,,3.0,1.0,,
random,random-17-maxT-lowconc,,mass,384.17999999999995,Pd+2,Cd+2,C8H20P+,,C6H18NSi2-,BF4-,,,C4H8O2-dioxane,C4H8O2,,,0.011302817769924936,0.011302817769924936,0.011302817769924936,0.045211271079699744,0.045211271079699744,0.011302817769924936,,,3.0,1.0,,
random,random-18-minT-highconc,,mass,286.65000000000003,Mg+2,C9H20N+pyro,C8H20P+,,F2NO4S2-,O4P-3,BC2F2O4-,,CH4N2O,C4H8O2-dioxane,C6H14,,0.056523780855944304,0.011304756171188859,0.011304756171188859,0.056523780855944304,0.056523780855944304,0.011304756171188859,0.045219024684755436,,1.0,4.0,3.0,
random,random-18-maxT-highconc,,mass,397.016875,Mg+2,C9H20N+pyro,C8H20P+,,F2NO4S2-,O4P-3,BC2F2O4-,,CH4N2O,C4H8O2-dioxane,C6H14,,0.056523780855944304,0.011304756171188859,0.011304756171188859,0.056523780855944304,0.056523780855944304,0.011304756171188859,0.045219024684755436,,1.0,4.0,3.0,
random,random-18-minT-lowconc,,mass,286.65000000000003,Mg+2,C9H20N+pyro,C8H20P+,,F2NO4S2-,O4P-3,BC2F2O4-,,CH4N2O,C4H8O2-dioxane,C6H14,,0.026594865340999852,0.00531897306819997,0.00531897306819997,0.026594865340999852,0.026594865340999852,0.00531897306819997,0.02127589227279988,,1.0,4.0,3.0,
random,random-18-maxT-lowconc,,mass,397.016875,Mg+2,C9H20N+pyro,C8H20P+,,F2NO4S2-,O4P-3,BC2F2O4-,,CH4N2O,C4H8O2-dioxane,C6H14,,0.026594865340999852,0.00531897306819997,0.00531897306819997,0.026594865340999852,0.026594865340999852,0.00531897306819997,0.02127589227279988,,1.0,4.0,3.0,
random,random-19-minT-highconc,,mass,253.34166666666667,C4H12N+,,,,C6H18NSi2-,Br-,,,C6H6,CH3NO2,C7H8,,0.09609042745510529,0.048045213727552646,0.048045213727552646,,0.048045213727552646,0.048045213727552646,,,1.5,1.0,2.0,
random,random-19-maxT-highconc,,mass,377.8255555555555,C4H12N+,,,,C6H18NSi2-,Br-,,,C6H6,CH3NO2,C7H8,,0.09609042745510529,0.048045213727552646,0.048045213727552646,,0.048045213727552646,0.048045213727552646,,,1.5,1.0,2.0,
random,random-19-minT-lowconc,,mass,253.34166666666667,C4H12N+,,,,C6H18NSi2-,Br-,,,C6H6,CH3NO2,C7H8,,0.045211271079699744,0.022605635539849872,0.022605635539849872,,0.022605635539849872,0.022605635539849872,,,1.5,1.0,2.0,
random,random-19-maxT-lowconc,,mass,377.8255555555555,C4H12N+,,,,C6H18NSi2-,Br-,,,C6H6,CH3NO2,C7H8,,0.045211271079699744,0.022605635539849872,0.022605635539849872,,0.022605635539849872,0.022605635539849872,,,1.5,1.0,2.0,
random,random-20-minT-highconc,,mass,166.95000000000002,C8H20P+,,,,C6H18NSi2-,,,,C4H8O2-dioxane,,,,0.09609042745510529,0.09609042745510529,,,0.09609042745510529,,,,1.0,,,
random,random-20-maxT-highconc,,mass,333.45,C8H20P+,,,,C6H18NSi2-,,,,C4H8O2-dioxane,,,,0.09609042745510529,0.09609042745510529,,,0.09609042745510529,,,,1.0,,,
random,random-20-minT-lowconc,,mass,166.95000000000002,C8H20P+,,,,C6H18NSi2-,,,,C4H8O2-dioxane,,,,0.045211271079699744,0.045211271079699744,,,0.045211271079699744,,,,1.0,,,
random,random-20-maxT-lowconc,,mass,333.45,C8H20P+,,,,C6H18NSi2-,,,,C4H8O2-dioxane,,,,0.045211271079699744,0.045211271079699744,,,0.045211271079699744,,,,1.0,,,
random,random-21-minT-highconc,,mass,168.80499999999998,C8H20P+,,,,O4P-3,F6P-,BC2F2O4-,Cl-,C7H8,C4H7N,,,0.11530851294612635,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,1.0,2.0,,
random,random-21-maxT-highconc,,mass,362.2666666666666,C8H20P+,,,,O4P-3,F6P-,BC2F2O4-,Cl-,C7H8,C4H7N,,,0.11530851294612635,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,0.01921808549102106,1.0,2.0,,
random,random-21-minT-lowconc,,mass,168.80499999999998,C8H20P+,,,,O4P-3,F6P-,BC2F2O4-,Cl-,C7H8,C4H7N,,,0.05425352529563969,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,1.0,2.0,,
random,random-21-maxT-lowconc,,mass,362.2666666666666,C8H20P+,,,,O4P-3,F6P-,BC2F2O4-,Cl-,C7H8,C4H7N,,,0.05425352529563969,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,0.00904225421593995,1.0,2.0,,
random,random-22-minT-highconc,,mass,259.704375,H3O+,C4H12N+,Cu+2,,C3H7O-,C6H18NSi2-,,,C2H6OS,C6H5NO2,C4H8O2-dioxane,,0.0274544078443158,0.0274544078443158,0.0274544078443158,0.0823632235329474,0.0823632235329474,0.0274544078443158,,,4.0,1.0,3.0,
random,random-22-maxT-highconc,,mass,394.119375,H3O+,C4H12N+,Cu+2,,C3H7O-,C6H18NSi2-,,,C2H6OS,C6H5NO2,C4H8O2-dioxane,,0.0274544078443158,0.0274544078443158,0.0274544078443158,0.0823632235329474,0.0823632235329474,0.0274544078443158,,,4.0,1.0,3.0,
random,random-22-minT-lowconc,,mass,259.704375,H3O+,C4H12N+,Cu+2,,C3H7O-,C6H18NSi2-,,,C2H6OS,C6H5NO2,C4H8O2-dioxane,,0.012917506022771356,0.012917506022771356,0.012917506022771356,0.03875251806831406,0.03875251806831406,0.012917506022771356,,,4.0,1.0,3.0,
random,random-22-maxT-lowconc,,mass,394.119375,H3O+,C4H12N+,Cu+2,,C3H7O-,C6H18NSi2-,,,C2H6OS,C6H5NO2,C4H8O2-dioxane,,0.012917506022771356,0.012917506022771356,0.012917506022771356,0.03875251806831406,0.03875251806831406,0.012917506022771356,,,4.0,1.0,3.0,
random,random-23-minT-highconc,,mass,230.47500000000002,C8H20P+,Cs+,Ag+2,,NO3-,C4BO8-,BC2F2O4-,,C4H6O2,C7H8,,,0.0274544078443158,0.0274544078443158,0.0274544078443158,0.0549088156886316,0.0549088156886316,0.0274544078443158,0.0274544078443158,,1.0,1.0,,
random,random-23-maxT-highconc,,mass,433.2,C8H20P+,Cs+,Ag+2,,NO3-,C4BO8-,BC2F2O4-,,C4H6O2,C7H8,,,0.0274544078443158,0.0274544078443158,0.0274544078443158,0.0549088156886316,0.0549088156886316,0.0274544078443158,0.0274544078443158,,1.0,1.0,,
random,random-23-minT-lowconc,,mass,230.47500000000002,C8H20P+,Cs+,Ag+2,,NO3-,C4BO8-,BC2F2O4-,,C4H6O2,C7H8,,,0.012917506022771356,0.012917506022771356,0.012917506022771356,0.025835012045542713,0.025835012045542713,0.012917506022771356,0.012917506022771356,,1.0,1.0,,
random,random-23-maxT-lowconc,,mass,433.2,C8H20P+,Cs+,Ag+2,,NO3-,C4BO8-,BC2F2O4-,,C4H6O2,C7H8,,,0.012917506022771356,0.012917506022771356,0.012917506022771356,0.025835012045542713,0.025835012045542713,0.012917506022771356,0.012917506022771356,,1.0,1.0,,
random,random-24-minT-highconc,,mass,222.60000000000002,Pt+2,Mn+2,C8H20P+,,C4BO8-,BC2F2O4-,O4P-3,BF4-,C7H8,,,,0.024022606863776323,0.024022606863776323,0.048045213727552646,0.024022606863776323,0.024022606863776323,0.024022606863776323,0.024022606863776323,0.024022606863776323,1.0,,,
